"","Age","L","Median","S","C1","C3","C5","C15","C25","C50","C75","C85","C95","C97","C99"
"43",102,-1.16886628994024,19.1744840199268,0.116454241471573,15.1635338947599,15.7812047061274,16.1318039983935,17.1227961038951,17.7808988854934,19.1744840199267,20.8288807286348,21.8463948299698,23.8153751572974,24.6842299552565,26.5239776881872
"44",103,-1.17258907207537,19.2411813491772,0.116970849002229,15.2054313159336,15.8255271968507,16.1776982835885,17.1739885258127,17.8363788575368,19.2411813491771,20.9108580819006,21.9380098799575,23.9263303733185,24.8041011360519,26.6636663732476
"45",104,-1.1760738677714,19.3083812390169,0.117480929788236,15.2477677888472,15.8703079163611,16.2240595011964,17.2256653370935,17.8923505683025,19.3083812390167,20.9933409508079,22.0301212014673,24.0377378508813,24.924394752532,26.8036951764813
"46",105,-1.17933630136403,19.3760721525982,0.117984034976357,15.2905456228126,15.9155489581475,16.2708894131451,17.2778262597518,17.9488112478971,19.3760721525979,21.0763061446319,22.1227001328051,24.1495616322788,25.0450727535247,26.9440233898481
"47",106,-1.1823917259699,19.444241614981,0.118479701981601,15.3337668513149,15.9612521145596,16.3181894577525,17.330470586734,18.0057575820452,19.4442416149807,21.159728971446,22.2157162244327,24.2617635917136,25.1660948294544,27.0846080275173
"48",107,-1.18525508091945,19.5128769546405,0.118967462314846,15.3774337769726,16.0074193521779,16.3659611979212,17.3835976130162,18.0631861897348,19.5128769546401,21.2435843199616,22.309138422247,24.3743045918243,25.2874194723667,27.2254045245753
"49",108,-1.18794207163745,19.5819662975194,0.11944683760518,15.4215502323242,16.0540540293968,16.4142075152064,17.4372077645343,18.1210947081542,19.5819662975188,21.3278476911072,22.4029362640068,24.4871463140004,25.4090062184844,27.3663701248042
"50",109,-1.19047077210702,19.6514982618945,0.119917354334874,15.4661216072492,16.1011607842431,16.4629324308956,17.4913022839391,18.179481435989,19.6514982618938,21.4124952362903,22.4970802936961,24.6002527832808,25.5308178328024,27.5074678274128
"51",110,-1.19286006838953,19.7214618687062,0.120378540941586,15.5111541308076,16.1487450468756,16.5121407311912,17.5458830928564,18.2383452788515,19.7214618687053,21.4975033985146,22.5915414793756,24.7135892023958,25.6528188100781,27.6486640079379
"52",111,-1.19512845571567,19.7918459254958,0.120829892216615,15.5566548331015,16.1968130235886,16.5618379478017,17.6009526948218,18.2976855406934,19.7918459254947,21.582847537902,22.6862892372859,24.8271184980376,25.7749711288454,27.7899221929764
"53",112,-1.19729324666786,19.8626386131415,0.121270922826186,15.6026300898592,16.2453700959177,16.6120287125399,17.6565125870318,18.3575005503551,19.8626386131401,21.6685027710564,22.7812927363268,24.9408028844056,25.8972356843694,27.9312037575479
"54",113,-1.19937011732784,19.9338283929218,0.12170120177333,15.6490844665122,16.2944202941498,16.6627165511651,17.7125637749751,18.4177884720849,19.9338283929202,21.754444923022,22.8765222417447,25.054606707948,26.019576074023,28.0724742094853
"55",114,-1.20137422460864,20.0054039524444,0.122120308147785,15.69602270439,16.3439677877248,16.7139051136099,17.7691073740919,18.4785475962189,20.0054039524425,21.8406501574927,22.971948385558,25.1684946943757,26.1419562765209,28.2136994683179
"56",115,-1.20332054395638,20.0773537857576,0.122527828130967,15.7434496027457,16.39401671107,16.7655979690386,17.8261443231776,18.5397760037752,20.0773537857554,21.9270944997882,23.067541679565,25.2824314990695,26.2643402440542,28.3548456004145
"57",116,-1.20522639880007,20.1496661620196,0.122923380760792,15.7913699799833,16.4445711522547,16.8177986099435,17.8836754178501,18.6014715971692,20.1496661620168,22.0137541551686,23.1632735189268,25.3963850871251,26.3866967733544,28.4958877605963
"58",117,-1.2071127811479,20.2223290264832,0.123306553319274,15.8397905526069,16.4956369139074,16.8705121224912,17.9417026126517,18.663633049982,20.22232902648,22.1006041457068,23.2591142762644,25.5103242974492,26.5089970473599,28.6368081127158
"59",118,-1.20900167490004,20.2953299418635,0.123676928307891,15.8887186985041,16.5472202658429,16.9237439544112,18.0002279451446,18.7262589511846,20.2953299418597,22.1876189645795,23.3550338830491,25.6242181632453,26.6312129434853,28.7775910850476
"60",119,-1.21091435056368,20.3686562565266,0.124034091408486,15.9381621717678,16.5993275648781,16.977499498886,18.0592531146211,18.7893474804341,20.3686562565221,22.2747731612124,23.4510022572268,25.7380351249482,26.7533153403074,28.9182190181964
"61",120,-1.21287295152914,20.4422950922448,0.124377625949591,15.9881303923967,16.6519660670515,17.0317846691299,18.1187795475867,18.8528962952884,20.4422950922394,22.3620417572471,23.5469898862674,25.8517437677183,26.8752748816773,29.0586729565082
"62",121,-1.21490168858519,20.5162330686116,0.124707174623752,16.0386330045752,16.705142567009,17.0866045980013,18.1788073263712,18.9169016636573,20.5162330686052,22.449401069228,23.6429695806494,25.9653169544552,26.9970674129449,29.1989413859708
"63",122,-1.21702628825925,20.5904560023115,0.125022417707583,16.0896789628983,16.7588630918435,17.141963614545,18.2393356608378,18.981358966539,20.5904560023039,22.5368271619427,23.7389145965404,26.0787302106977,27.1186728172904,29.3390206401967
"64",123,-1.21927267666924,20.6649487223749,0.125323042341795,16.1412769333191,16.8131331818218,17.1978654576215,18.3003629285425,19.0462626456445,20.6649487223658,22.6242952378142,23.8347974392996,26.191958675901,27.2400708511691,29.4789077665514
"65",124,-1.2216654271972,20.7396953808752,0.125608754558459,16.1934344014805,16.867957285476,17.2543128209768,18.3618865840583,19.1116062977327,20.7396953808643,22.7117799615964,23.930590100513,26.304976930094,27.3612406758208,29.6185991737763
"66",125,-1.22422463077988,20.8146797455726,0.125879292140288,16.2461558577129,16.9233375104627,17.3113063950899,18.4239028818334,19.1773827141532,20.8146797455594,22.7992555073401,24.0262637580485,26.4177575226447,27.482158625952,29.7580862245256
"67",126,-1.22696784930644,20.8898858511358,0.126134400575477,16.299445557089,16.9792756462884,17.368846520504,18.4864077276939,19.2435844395237,20.8898858511198,22.8866966640994,24.1217899038212,26.530271635082,27.6027984960282,29.8973544511912
"68",127,-1.22991066118172,20.9652976878979,0.126373871731871,16.3533066303014,17.0357721908953,17.4269321885328,18.5493957091116,19.310202919881,20.9652976878785,22.9740794089158,24.2171414539752,26.6424912300826,27.7231341610513,30.0363872288816
"69",128,-1.2330678134863,21.0408979115661,0.126597542996749,16.4077402296865,17.0928255307598,17.4855602296686,18.6128592476338,19.3772275695006,21.0408979115423,23.0613793271212,24.3122912746795,26.7543884098168,27.8431395620939,30.1751676198453
"70",129,-1.23645239576262,21.1166672231267,0.126805291104118,16.4627446527054,17.1504312174726,17.5447246628466,18.6767880865825,19.4446452861862,21.1166672230974,23.1485706365488,24.4072109544772,26.8659336014599,27.9627865774192,30.313675438715
"71",130,-1.24007419104252,21.1925854847131,0.126997027114503,16.5183149135974,17.2085821430336,17.60441716957,18.7411703956755,19.5124417634815,21.1925854846768,23.2356266505628,24.5018709857155,26.9770953962806,28.0820447559026,30.4518867791092
"72",131,-1.24394242517389,21.2686321907431,0.127172676536185,16.5744452712947,17.2672704693089,17.6646287180718,18.8059936973695,19.580602114358,21.2686321906978,23.3225205331417,24.5962417484091,27.0878421634491,28.2008833247878,30.5897771709088
"73",132,-1.24806692678112,21.3447861480694,0.127332199849982,16.6311290349181,17.3264872810778,17.7253491470089,18.8712443332254,19.6491103339144,21.3447861480125,23.4092255324529,24.6902941904632,27.198143863904,28.3192736357443,30.7273256780536
"74",133,-1.2524581374319,21.4210254190155,0.127475568381767,16.6883590718847,17.3862230856723,17.7865676502579,18.9369078600105,19.7179495920714,21.4210254189436,23.4957144101078,24.7839989540367,27.3079706177692,28.4371874936964,30.8645127366826
"75",134,-1.2571304519585,21.4973278811684,0.12760278506615,16.7461289310803,17.4464687833615,17.8482736718912,19.0029697714028,19.7871028698882,21.4973278810769,23.5819605503209,24.877328388002,27.4172978059192,28.5546042202221,31.0013326939802
"76",135,-1.2620989118999,21.573671469609,0.127713908948161,16.8044313272983,17.5072143100309,17.9104556497584,19.0694145925385,19.8565523590702,21.573671469492,23.6679387925115,24.9702571570369,27.5261049038035,28.6715081321223,31.1377872187192
"77",136,-1.26737660801124,21.6500332725361,0.127809025078979,16.8632568137612,17.568447636206,17.9731001663879,19.1362253063533,19.9262789255164,21.6500332723854,23.7536234671546,25.062759377157,27.6343702499703,28.7878819649384,31.2738751802262
"78",137,-1.27297629668237,21.7263887267045,0.127888264567282,16.922593541672,17.6301542318847,18.036191272643,19.2033824004701,19.9962610895816,21.7263887265093,23.8389882462046,25.1548089684502,27.7420726425471,28.903709161466,31.4095967620293
"79",138,-1.27890972485416,21.8027123253293,0.127951802138174,16.9824272004773,17.6923173027188,18.0997108709221,19.2708645623642,20.0664758253781,21.8027123250748,23.9240065552502,25.2463799658158,27.8491916094667,29.0189741734966,31.5449539061682
"80",139,-1.2851866303427,21.8789784502813,0.127999824460315,17.0427419377384,17.754918836338,18.1636398152496,19.3386498489592,20.1368996985977,21.8789784499475,24.008651714823,25.3374461075295,27.9557056060255,29.1336598907094,31.6799457562127
"81",140,-1.29181520926417,21.9551610009456,0.128032548155075,17.1035206305443,17.8179393349032,18.2279573894976,19.40671470285,20.2075078324611,21.9551610005053,24.0928976522178,25.4279818431695,28.0615927997309,29.2477480226044,31.8145676118821
"82",141,-1.29880154019029,22.0312328963154,0.128050219056388,17.1647438417174,17.8813570483971,18.2926406753503,19.4750335883799,20.2782736094482,22.0312328957315,24.1767179898877,25.5179612784998,28.1668299466028,29.3612180093296,31.9488100023935
"83",142,-1.30614724356184,22.10716546164,0.128053158200245,17.2263863990719,17.9451452491899,18.3576621915322,19.5435775099726,20.3491676202928,22.107165460862,24.2600856029741,25.6073578898761,28.2713924394014,29.4740471849225,32.0826589304422
"84",143,-1.31385293329407,22.1829296014599,0.128041777570281,17.2884194317315,18.009273953239,18.4229914608002,19.6123152507367,20.4201587823376,22.1829296004188,24.3429745680701,25.6961474129017,28.3752601538915,29.5862184579927,32.2161086519771
"85",144,-1.32191351276823,22.2584954199222,0.128016583222297,17.3508073070362,18.0737076653105,18.4885931652271,19.6812124565958,20.4912138180727,22.2584954185239,24.4253590165188,25.7843058627185,28.4784128821217,29.6977141088548,32.3491507950141
"86",145,-1.33032084416532,22.3338319895777,0.127978107110615,17.4135106473988,18.1384078572761,18.5544293227967,19.7502329807772,20.5622980684708,22.3338319876942,24.507211898046,25.8718078511901,28.5808282203249,29.8085136927759,32.481772771235
"87",146,-1.33906752115148,22.4089078230642,0.127926875382658,17.4764893968186,18.2033355002285,18.6204615335823,19.8193403999622,20.6333765973936,22.4089078205212,24.5885052889776,25.9586271965643,28.6824837826671,29.9185974474751,32.6139648571355
"88",147,-1.34814819140398,22.4836924322189,0.127863409508259,17.5397054728179,18.2684531118031,18.6866527348129,19.8884991970443,20.7044152478834,22.4836924287792,24.669212960959,26.0447398631821,28.7833603655459,30.0279493935086,32.745722916864
"89",148,-1.35755768097435,22.5581570710731,0.127788235160436,17.603123032085,18.3337248004405,18.7529671517296,19.9576746187762,20.7753806147875,22.5581570664151,24.7493118808382,26.1301252910619,28.8834414548947,30.1365553900552,32.8770419797764
"90",149,-1.36728884420608,22.6322738922992,0.127701897104379,17.6667064424409,18.3991144627121,18.8193686166107,20.0268313134279,20.8462388720951,22.6322738859877,24.8287814361469,26.2147653822811,28.9827110105115,30.2444000281543,33.0079103726088
"91",150,-1.37732726840581,22.7060156841673,0.127604981068476,17.7304152209264,18.4645824349092,18.8858180786525,20.0959327006291,20.9169558143042,22.7060156756171,24.9076015954102,26.2986419403126,29.0811498111402,30.351462474384,33.138304134977
"92",151,-1.38765354439707,22.779355438833,0.127498060492743,17.7942058917761,18.5300871621725,18.9522751470678,20.1649420618609,20.9874975488362,22.7793554272618,24.9857512727081,26.3817346753673,29.1787336448103,30.457715117246,33.2681874178113
"93",152,-1.39824785926783,22.8522666830721,0.127381675801149,17.8580356782533,18.595587909346,19.018700300886,20.2338236032038,21.0578310609216,22.8522666674403,25.0632092824385,26.4640227587469,29.2754366723985,30.5631280881907,33.39752039353
"94",153,-1.40909156370636,22.9247236241325,0.12725634684632,17.9218629997834,18.6610451249397,19.0850551882421,20.3025426186173,21.1279243285658,22.9247236030663,25.1399548713531,26.545485842963,29.3712340316857,30.6676728700456,33.5262657164028
"95",154,-1.42016531612782,22.9967013445971,0.127122613200454,17.9856461600908,18.7264191319742,19.1513013449836,20.3710644209239,21.1977455302285,22.9967013162937,25.215969019791,26.6261056098517,29.4661028085069,30.7713225391342,33.6543861358852
