"","Age","L","Median","S","-3","-2","-1","0","1","2","3"
"1",60,-0.689625554827017,16.8388265200022,0.0945110059271597,12.944142890146,14.0840825185428,15.3765716744707,16.8388265200022,18.5524756744833,20.6449551163731,23.2257396763066
"2",61,-0.707809636915179,16.8864822677809,0.0949659555284186,12.9735363977193,14.116493581516,15.4146873491833,16.8864822677809,18.6156190159982,20.7335001962013,23.3558005268945
"3",62,-0.725862014169893,16.9343381988398,0.0954256401021959,13.0030143247049,14.1489674244353,15.4528841462869,16.9343381988398,18.6791956254353,20.822871194353,23.4875076135349
"4",63,-0.743764358564621,16.982409070995,0.0958900118489381,13.0325801840866,14.1815130490595,15.491174911127,16.982409070995,18.7432215236861,20.9130860613006,23.6208873003902
"5",64,-0.761493363346777,17.0307092174708,0.0963590437510659,13.0622356420705,14.2141377099433,15.5295711003564,17.0307092174708,18.8077125852797,21.0041595953124,23.7559543452382
"6",65,-0.779025339714301,17.0792533176112,0.0968327104392189,13.0919832732362,14.2468489226514,15.5680841198949,17.0792533176112,18.8726853126948,21.0961056349897,23.892717753547
"7",66,-0.796336213758422,17.128054780329,0.0973110049937303,13.1218227951411,14.2796521852641,15.6067240224531,17.128054780329,18.9381548006289,21.1889368317942,24.0311853928427
"8",67,-0.813398456363407,17.177125328929,0.0977939285941548,13.1517509345361,14.312550493593,15.6454988186339,17.177125328929,19.0041341068242,21.2826613688179,24.1713540174196
"9",68,-0.830184391572711,17.2264775491158,0.0982814403036319,13.1817677215838,14.3455487726535,15.6844174456227,17.2264775491158,19.0706367460131,21.3772843338038,24.313208092773
"10",69,-0.846666990808836,17.2761251780151,0.098773433854948,13.211877759693,14.3786548571488,15.7234904119417,17.2761251780151,19.1376765956321,21.4728070836474,24.4567181603564
"11",70,-0.862821534744809,17.3260823091709,0.0992697957036865,13.2420890831441,14.4118779296977,15.7627282106777,17.3260823091709,19.2052685740853,21.569229631071,24.6018453262513
"12",71,-0.878626698932628,17.376366135023,0.0997704178352803,13.2724133203674,14.44523023134,15.8021441391852,17.376366135023,19.2734314658618,21.6665564352082,24.7485543397725
"13",72,-0.894066629392249,17.426996084218,0.100275196139443,13.3028642484797,14.4787264250038,15.8417540770244,17.426996084218,19.3421866225457,21.7647975991239,24.8968221733026
"14",73,-0.909129462736019,17.4779922570926,0.100784030683515,13.3334561916756,14.5123820283187,15.8815749270567,17.4779922570926,19.411556168157,21.8639662854298,25.0466338477065
"15",74,-0.923804802001666,17.5293756966421,0.101296808655077,13.3642047525592,14.5462137643555,15.9216247052387,17.5293756966421,19.4815630222384,21.9640762469914,25.1979737141802
"16",75,-0.938082228871621,17.5811660739475,0.101813398376828,13.3951244836505,14.58023741408,15.9619204396584,17.5811660739475,19.5522280012072,22.0651377660087,25.3508190439507
"17",76,-0.951951527343981,17.6333806246462,0.102333681739812,13.426226144291,14.6144659263189,16.002476976096,17.6333806246462,19.6235690036025,22.1671587543494,25.5051457392522
"18",77,-0.965403678412106,17.6860354034787,0.102857585458389,13.4575155908988,14.6489095303344,16.0433080853547,17.6860354034787,19.6956026691587,22.2701496696478,25.6609414401889
"19",78,-0.978433101671191,17.7391453576877,0.10338505972948,13.488998524843,14.6835776564413,16.084426363412,17.7391453576877,19.7683452418674,22.374122328376,25.8181984374454
"20",79,-0.991037338578559,17.7927249585481,0.103916040212577,13.520681927728,14.7184803101468,16.1258443756931,17.7927249585481,19.8418123958217,22.4790886599482,25.9769109692147
"21",80,-1.00321390461351,17.8467888052541,0.104450407089682,13.5525739987923,14.7536287174054,16.1675756530702,17.8467888052541,19.9160185085108,22.5850573554026,26.1370664778023
"22",81,-1.01495933352065,17.9013515195592,0.10498799084506,13.5846838769639,14.7890349656348,16.209634341237,17.9013515195592,19.9909766608013,22.6920329762086,26.2986419007006
"23",82,-1.02626944100783,17.9564262962668,0.105528590268654,13.617019945028,14.8247103838388,16.2520336750437,17.9564262962668,20.0666973618488,22.8000152171224,26.4616040405856
"24",83,-1.03714163325908,18.0120242670411,0.106071989628806,13.649589228198,14.8606650066569,16.2947854876616,18.0120242670411,20.1431882534088,22.9090010384186,26.6259181828707
"25",84,-1.04757513216466,18.068154939616,0.106617929734988,13.6823992375414,14.8969088489376,16.3379009556574,18.068154939616,20.2204541290709,23.0189834199745,26.7915442711401
"26",85,-1.05757207754054,18.1248268316522,0.107166129204056,13.715457781165,14.9334520689164,16.3813910940134,18.1248268316522,20.2984980566068,23.1299546425781,26.9584456481844
"27",86,-1.06713840589143,18.1820478141859,0.107716300561665,13.7487731110497,14.9703051006944,16.4252669434287,18.1820478141859,20.3773222222694,23.2419086059205,27.1265950566665
"28",87,-1.07628049302604,18.239823930547,0.108268134586533,13.7823543123261,15.0074778520686,16.4695379417088,18.239823930547,20.4569266431641,23.3548344411749,27.295953752386
"29",88,-1.08500469576203,18.2981604624213,0.108821292663024,13.8162121824978,15.044980676522,16.5142129561865,18.2981604624213,20.5373101367859,23.4687169162821,27.4664702382558
"30",89,-1.09331927862268,18.3570632328176,0.109375409321802,13.8503599868598,15.0828256172273,16.5593018418632,18.3570632328176,20.6184717152814,23.5835404585755,27.6380918438929
"31",90,-1.10123533968637,18.4165371855083,0.109930102239492,13.8848105910773,15.1210247440619,16.6048145586974,18.4165371855083,20.7004086506341,23.699290176508,27.810775367416
"32",91,-1.10876227082802,18.4765844750896,0.11048496914135,13.9195734198128,15.1595875917924,16.6507590068083,18.4765844750896,20.78311376549,23.8159452416099,27.9844698995762
